Date,Mean Pressure,Absolute Daily Max Air Temp.,Mean Air Temp.,Absolute Daily Min Air Temp.,Mean Dew Point,Mean Relative Humidity,Mean Amount of Cloud,Total Rainfall,Very Hot Weather Warning,Cold Weather Warning
2007-02-02,1025.8,19.7,16.0,12.9, 4.6,48,30,  0.0,False,False
2007-02-03,1023.9,18.6,15.4,13.2, 9.9,71,23,  0.0,False,False
2007-02-04,1020.6,20.0,16.6,14.0, 9.5,64,34,  0.0,False,False
2007-02-05,1020.2,21.7,18.1,15.4,13.2,73, 9,  0.0,False,False
2007-02-06,1020.1,23.7,19.6,16.7,14.7,74,18,  0.0,False,False
2007-02-07,1020.5,24.3,20.7,18.2,15.0,70,47,0.02,False,False
2007-02-08,1019.9,25.1,21.7,19.7,14.8,66,65,0.02,False,False
2007-02-09,1017.7,25.6,22.2,20.3,18.8,81,55,  0.0,False,False
2007-02-10,1017.4,22.6,20.7,19.8,18.3,86,83,  0.0,False,False
2007-02-11,1019.8,20.4,19.3,18.5,16.1,82,88,0.02,False,False
2007-02-12,1018.1,21.3,19.3,17.9,15.8,80,86,  0.0,False,False
2007-02-13,1015.6,23.1,20.7,19.2,18.9,90,79,0.02,False,False
2007-02-14,1016.6,24.2,21.7,20.0,18.7,83,85,  0.0,False,False
2007-02-15,1017.1,21.7,18.9,17.5,16.9,88,88,  0.6,False,False
2007-02-16,1013.7,20.8,19.6,17.6,18.4,93,88,0.02,False,False
2007-02-17,1012.6,23.7,22.0,20.5,20.3,90,83,0.02,False,False
2007-02-18,1012.8,25.3,23.1,21.3,20.1,84,74,0.02,False,False
2007-02-19,1014.3,21.7,20.1,18.4,18.7,92,82,0.02,False,False
2007-02-20,1015.7,20.2,19.1,17.9,17.6,91,89,  1.0,False,False
2007-02-21,1016.2,21.2,19.8,18.5,17.6,87,90,  0.2,False,False
2007-02-22,1014.5,19.1,18.5,17.8,17.1,92,94,  4.0,False,False
2007-02-23,1015.1,21.7,19.7,18.1,16.3,81,65,  0.0,False,False
2007-02-24,1015.0,19.8,18.6,18.0,15.7,83,86,  0.1,False,False
2007-02-25,1014.0,24.5,20.4,18.0,16.8,80,78,  1.0,False,False
2007-02-26,1016.8,21.1,19.0,18.2,15.2,78,88,0.02,False,False
2007-02-27,1017.1,21.4,18.8,16.7,14.4,76,66,0.02,False,False
2007-02-28,1016.5,20.6,19.4,18.3,15.9,81,87,0.02,False,False
2007-03-01,1015.9,21.0,19.3,18.5,16.4,83,82,0.02,False,False
2007-03-02,1015.2,24.8,21.2,18.9,17.7,81,71,  0.0,False,False
2007-03-03,1013.6,25.7,22.1,20.3,18.9,83,51,  0.0,False,False
2007-03-04,1011.8,25.6,22.3,20.6,19.9,87,83,  0.1,False,False
2007-03-05,1014.8,25.6,21.4,17.9,17.7,80,64,  3.4,False,False
2007-03-06,1018.6,18.0,15.0,12.7,11.9,82,89,  8.1,False,False
2007-03-07,1017.5,14.0,12.8,10.6,10.0,83,94,  1.0,False,False
2007-03-08,1016.9,15.8,14.6,13.2,12.6,88,89,  0.1,False,True
2007-03-09,1017.8,17.3,16.1,14.7,14.5,90,100,0.02,False,False
2007-03-10,1016.7,21.0,18.9,17.0,17.4,91,94,0.02,False,False
2007-03-11,1018.2,19.8,18.1,17.0,16.6,91,99,  0.1,False,False
2007-03-12,1019.1,18.1,17.3,16.5,15.2,88,95,0.02,False,False
2007-03-13,1016.5,21.6,19.4,17.5,17.5,89,89,0.02,False,False
2007-03-14,1013.1,22.7,20.6,19.5,19.3,92,89,0.02,False,False
2007-03-15,1010.4,25.2,22.5,20.2,20.6,89,84,  0.0,False,False
2007-03-16,1011.7,26.8,23.9,22.2,21.5,87,83,  0.2,False,False
2007-03-17,1016.2,22.8,19.1,17.3,17.4,90,91,  0.6,False,False
2007-03-18,1016.0,20.3,18.4,17.4,15.1,81,88,0.02,False,False
2007-03-19,1017.2,22.3,18.0,15.0,14.7,82,72,  7.1,False,False
2007-03-20,1020.8,19.5,16.9,14.1,10.5,67,79,  0.0,False,False
2007-03-21,1020.1,21.2,18.5,16.7,13.9,75,85,  0.0,False,False
2007-03-22,1019.3,21.7,19.7,18.1,16.2,80,83,0.02,False,False
2007-03-23,1017.5,22.9,20.6,19.3,17.5,83,88,0.02,False,False
2007-03-24,1012.5,24.1,22.1,20.0,20.2,89,88,  1.0,False,False
2007-03-25,1010.7,26.3,23.8,22.1,21.3,86,81,0.02,False,False
2007-03-26,1011.0,25.0,23.0,21.2,21.7,93,92,  2.0,False,False
2007-03-27,1012.1,27.8,24.9,23.4,22.5,87,89,  3.9,False,False
2007-03-28,1014.8,24.8,22.2,20.9,18.5,79,87,0.02,False,False
2007-03-29,1013.2,26.8,24.1,21.7,20.7,82,74,0.02,False,False
2007-03-30,1012.8,27.7,25.1,23.1,22.1,84,84,  0.0,False,False
2007-03-31,1011.6,27.0,25.6,24.3,21.6,78,77,0.02,False,False
2007-04-01,1009.1,27.5,25.9,24.6,21.9,79,82,  0.0,False,False
2007-04-02,1010.5,26.5,23.2,17.7,21.2,89,88, 24.2,False,False
2007-04-03,1019.3,17.7,15.5,13.7,12.0,80,88,  1.6,False,False
2007-04-04,1021.8,15.1,14.0,12.3,12.0,88,93,  8.9,False,True
2007-04-05,1020.3,17.2,16.0,14.8,13.3,84,88,0.02,False,False
2007-04-06,1018.7,20.5,18.3,16.4,15.6,84,91,  1.7,False,False
2007-04-07,1017.9,20.7,18.4,16.7,15.9,86,91,  0.6,False,False
2007-04-08,1018.3,21.1,19.0,17.1,15.8,82,89,  0.3,False,False
2007-04-09,1018.1,23.6,20.4,18.3,14.0,68,78,0.02,False,False
2007-04-10,1017.7,20.2,18.5,17.2,16.0,85,91,  6.6,False,False
2007-04-11,1017.2,24.0,20.3,18.0,15.2,73,53,  0.0,False,False
2007-04-12,1016.0,24.5,20.8,18.4,13.6,65,27,  0.0,False,False
2007-04-13,1014.7,26.7,22.3,19.2,16.4,71,77,  0.0,False,False
2007-04-14,1012.3,25.7,23.1,21.0,17.8,72,82,0.02,False,False
2007-04-15,1010.5,27.9,24.6,21.9,20.2,77,69,  0.0,False,False
2007-04-16,1009.8,29.4,25.8,23.6,22.0,80,83,  0.0,False,False
2007-04-17,1009.0,27.2,25.1,20.7,21.9,83,88,  6.6,False,False
2007-04-18,1013.6,28.3,22.1,17.4,11.0,53,35,  0.0,False,False
2007-04-19,1016.0,25.5,21.8,20.1,17.1,75,51,  0.0,False,False
2007-04-20,1014.4,26.4,23.0,20.7,20.1,84,79,  0.0,False,False
2007-04-21,1012.0,25.5,24.2,23.0,22.4,89,86,0.02,False,False
2007-04-22,1009.7,27.9,26.0,24.0,23.2,85,86,0.02,False,False
2007-04-23,1008.5,26.8,25.2,22.9,22.1,83,88,  7.8,False,False
2007-04-24,1010.5,26.7,23.3,21.3,22.2,93,89, 64.4,False,False
2007-04-25,1015.6,22.0,20.9,19.9,18.4,86,86,  0.6,False,False
2007-04-26,1017.2,26.8,22.9,20.6,17.3,72,43,  0.0,False,False
2007-04-27,1016.5,28.2,24.0,21.5,18.2,71,32,  0.0,False,False
2007-04-28,1015.3,26.3,23.3,22.0,19.5,79,75,0.02,False,False
2007-04-29,1014.4,23.0,22.5,21.5,19.9,85,87,  0.4,False,False
2007-04-30,1013.6,25.2,23.3,21.7,20.9,87,88,  1.8,False,False
2007-05-01,1013.8,30.0,25.6,22.8,20.9,76,75,  0.0,False,False
2007-05-02,1012.8,30.0,25.3,22.8,21.4,80,78,  0.0,False,False
2007-05-03,1012.2,28.1,24.6,22.4,18.8,71,78,0.02,False,False
2007-05-04,1011.0,25.3,24.0,23.0,22.4,91,88,  6.9,False,False
2007-05-05,1008.4,25.8,24.3,22.9,22.1,88,89,  2.3,False,False
2007-05-06,1008.2,29.4,25.9,23.5,17.8,63,80,  0.0,False,False
2007-05-07,1009.9,31.8,26.5,22.5,17.7,61,15,  0.0,False,False
2007-05-08,1012.0,30.1,25.7,22.9,20.7,75,37,  0.0,False,False
2007-05-09,1012.5,30.0,25.7,23.9,21.1,76,83,  0.0,False,False
2007-05-10,1012.3,29.4,26.1,24.5,20.6,72,80,  0.0,False,False
2007-05-11,1013.1,29.0,25.6,23.6,20.8,75,74,  0.0,False,False
2007-05-12,1013.1,30.5,26.5,24.3,22.0,77,65,  0.0,False,False
2007-05-13,1013.6,30.2,26.3,24.6,22.0,77,65,  0.0,False,False
2007-05-14,1013.3,30.4,26.2,23.7,21.6,76,58,  0.0,False,False
2007-05-15,1012.3,31.2,26.7,24.2,22.4,78,61,  0.0,False,False
2007-05-16,1010.9,30.5,27.4,25.1,23.2,78,60,  0.1,False,False
2007-05-17,1009.6,32.3,28.0,25.2,21.7,69,85,0.02,False,False
2007-05-18,1009.0,32.3,27.7,24.0,23.8,80,77, 13.8,False,False
2007-05-19,1010.3,29.0,24.9,22.7,22.6,87,90, 47.2,False,False
2007-05-20,1008.0,23.1,22.4,21.4,21.6,95,92, 81.6,False,False
2007-05-21,1006.7,24.0,23.4,22.5,22.4,95,89, 29.7,False,False
2007-05-22,1005.2,25.4,24.5,23.9,24.0,97,89, 37.3,False,False
2007-05-23,1004.1,31.1,27.8,24.9,25.1,86,86,  0.6,False,False
2007-05-24,1003.5,30.6,28.9,26.9,25.2,81,80,  0.0,False,False
2007-05-25,1005.1,31.7,29.5,28.0,25.0,77,63,  0.0,False,False
2007-05-26,1007.4,32.5,29.5,28.1,25.4,79,80,  0.0,False,False
2007-05-27,1008.0,31.1,26.5,23.6,24.2,88,88, 53.0,False,False
2007-05-28,1008.4,29.5,26.8,25.5,24.6,88,77, 10.9,False,False
2007-05-29,1008.7,32.9,28.7,26.4,24.6,79,58,  0.0,False,False
2007-05-30,1009.2,32.3,29.1,27.1,25.0,79,59,  0.0,True,False
2007-05-31,1008.2,32.0,28.5,26.2,24.9,81,70,  4.9,False,False
2007-06-01,1005.9,33.0,29.6,26.2,25.3,78,68,  4.0,False,False
2007-06-02,1005.7,32.3,29.5,25.9,25.6,80,81,  9.2,True,False
2007-06-03,1007.4,31.9,29.9,28.5,25.4,77,66,  0.1,False,False
2007-06-04,1007.6,33.2,29.9,27.2,25.5,78,58,  0.1,False,False
2007-06-05,1006.3,32.6,29.7,28.1,25.3,77,81,0.02,False,False
2007-06-06,1006.6,31.8,29.5,27.8,25.7,81,85,  1.3,False,False
2007-06-07,1005.9,30.1,28.8,25.4,26.0,85,89, 41.3,False,False
2007-06-08,1005.8,29.6,28.7,25.5,25.7,84,90, 14.1,False,False
2007-06-09,1005.1,30.8,29.1,27.6,25.8,83,88,  5.4,False,False
2007-06-10,1004.0,29.0,25.7,22.8,24.1,91,94, 95.5,False,False
2007-06-11,1003.3,30.8,27.9,25.8,25.0,85,87,0.02,False,False
2007-06-12,1004.0,29.0,27.8,26.8,25.2,86,87,  6.8,False,False
2007-06-13,1004.2,30.2,28.1,24.9,25.2,84,88, 35.3,False,False
2007-06-14,1005.2,27.8,25.8,23.7,24.0,90,88, 29.6,False,False
2007-06-15,1005.9,29.1,26.3,24.8,24.6,90,86, 13.1,False,False
2007-06-16,1006.4,32.1,28.1,25.6,24.5,81,86,0.02,False,False
2007-06-17,1007.1,29.1,27.6,26.3,24.9,85,87,  0.5,False,False
2007-06-18,1007.5,31.4,28.1,25.9,25.2,84,74,  0.0,False,False
2007-06-19,1008.0,32.9,29.2,27.0,25.3,80,66,  0.0,False,False
2007-06-20,1008.0,33.3,29.6,27.3,25.4,79,45,  0.0,False,False
2007-06-21,1007.8,32.5,29.1,27.6,25.3,80,51,  5.6,False,False
2007-06-22,1007.9,33.5,29.9,27.6,25.0,76,49,  0.0,False,False
2007-06-23,1008.9,33.0,29.8,27.9,24.7,74,64,  0.0,False,False
2007-06-24,1008.0,33.2,30.2,28.4,25.2,75,68,  0.0,False,False
2007-06-25,1006.2,32.0,29.6,27.6,25.5,79,80,  3.2,False,False
2007-06-26,1004.7,33.5,29.2,25.7,25.7,82,73, 15.3,False,False
2007-06-27,1005.0,29.1,27.7,26.4,25.8,90,84, 34.9,False,False
2007-06-28,1006.4,28.1,26.4,25.2,25.3,94,91, 53.2,False,False
2007-06-29,1006.9,30.0,26.6,24.8,24.7,90,88, 62.3,False,False
2007-06-30,1007.2,29.8,25.9,24.8,24.4,92,87, 59.3,False,False
2007-07-01,1007.8,29.1,27.2,24.6,25.4,90,84,  3.0,False,False
2007-07-02,1008.0,32.4,27.7,24.7,25.5,88,86, 15.5,False,False
2007-07-03,1007.1,31.6,28.4,25.3,25.9,86,82,  0.3,False,False
2007-07-04,1005.7,31.6,28.3,26.8,25.8,86,77, 19.3,False,False
2007-07-05,1005.9,31.3,28.3,26.3,25.5,85,82, 17.8,False,False
2007-07-06,1007.5,32.4,29.0,26.8,25.6,82,69,  5.5,False,False
2007-07-07,1008.6,33.7,29.9,27.5,25.3,77,59,0.02,False,False
2007-07-08,1006.4,33.1,29.8,27.3,24.8,75,48,  0.3,False,False
2007-07-09,1004.1,33.4,29.9,27.3,24.4,73,49,  2.7,False,False
2007-07-10,1003.2,32.5,29.7,27.9,24.3,74,53,  0.4,False,False
2007-07-11,1001.9,32.7,29.9,27.9,24.6,74,45,  0.0,False,False
2007-07-12,1000.3,32.8,29.9,27.8,24.7,74,50,  0.0,False,False
2007-07-13, 999.6,32.1,29.9,28.3,25.2,76,70,  0.0,False,False
2007-07-14,1001.2,34.4,30.6,28.4,25.4,74,67,  0.0,False,False
2007-07-15,1004.3,34.1,30.6,28.3,26.0,77,66,  0.6,True,False
2007-07-16,1006.0,32.8,30.1,28.0,25.9,78,78,  0.8,False,False
2007-07-17,1006.8,32.5,30.2,27.9,25.4,76,75,  1.6,False,False
2007-07-18,1007.9,32.4,29.9,28.1,25.3,77,84,  3.7,False,False
2007-07-19,1008.6,32.0,29.8,27.8,24.9,76,70,  5.4,False,False
2007-07-20,1008.9,32.4,29.6,28.1,24.9,76,63,  0.0,False,False
2007-07-21,1008.7,32.5,29.7,28.2,24.8,75,36,  0.0,False,False
2007-07-22,1008.4,33.1,30.0,28.1,24.8,75,38,  0.0,False,False
2007-07-23,1009.3,32.8,29.8,27.7,24.7,75,31,  0.0,False,False
2007-07-24,1010.0,33.8,29.9,28.0,24.8,74,53,  0.0,False,False
2007-07-25,1010.0,33.9,29.9,28.0,24.0,71,33,  0.0,True,False
2007-07-26,1009.5,33.9,29.7,27.5,23.8,71,35,  0.0,True,False
2007-07-27,1009.7,34.5,30.2,27.6,24.7,73,47,0.02,True,False
2007-07-28,1009.4,34.8,30.7,28.7,25.6,75,47,0.02,True,False
2007-07-29,1009.4,34.6,30.4,28.0,25.1,74,47,0.02,True,False
2007-07-30,1009.2,33.1,30.1,28.3,24.9,74,59,0.02,True,False
2007-07-31,1008.0,34.1,29.8,28.0,24.5,74,45,0.02,True,False
2007-08-01,1007.0,33.0,29.9,27.9,24.2,72,46,  0.0,True,False
2007-08-02,1006.4,33.3,30.2,28.2,24.2,71,26,  0.0,True,False
2007-08-03,1006.1,35.3,30.8,28.4,24.8,71,25,  0.0,True,False
2007-08-04,1005.6,34.9,30.8,28.7,25.9,76,52,  0.0,True,False
2007-08-05,1006.4,31.8,29.3,26.5,25.6,81,73,  7.7,True,False
2007-08-06,1006.7,29.6,26.7,25.2,25.3,92,88,100.4,False,False
2007-08-07,1003.5,32.4,28.3,25.6,25.9,87,73, 17.4,False,False
2007-08-08, 998.2,32.2,28.5,25.8,24.6,80,77, 17.9,False,False
2007-08-09, 995.3,28.9,26.7,25.4,25.5,93,88, 33.6,False,False
2007-08-10, 994.1,26.6,25.7,24.7,24.1,91,91, 57.8,False,False
2007-08-11, 993.5,26.9,26.0,25.2,24.4,91,93, 39.9,False,False
2007-08-12, 998.0,27.3,26.8,26.4,25.3,91,95,  5.3,False,False
2007-08-13,1001.1,30.4,28.1,26.4,25.6,87,88,0.02,False,False
2007-08-14, 999.8,28.5,26.4,25.1,24.4,89,90, 14.7,False,False
2007-08-15, 998.4,28.6,26.7,25.6,24.1,86,88, 10.9,False,False
2007-08-16,1000.7,26.8,25.5,24.7,24.0,92,86, 60.7,False,False
2007-08-17,1003.0,30.8,27.1,24.9,24.2,85,69, 27.9,False,False
2007-08-18,1001.0,32.8,28.6,25.2,23.8,76,66,  1.2,False,False
2007-08-19,1000.8,32.7,28.9,25.4,24.5,78,68,  0.0,False,False
2007-08-20,1003.9,29.8,28.5,27.8,25.4,83,91,0.02,False,False
2007-08-21,1005.3,29.5,28.6,28.0,24.9,80,88,0.02,False,False
2007-08-22,1006.4,28.6,27.8,25.8,25.0,85,88, 15.1,False,False
2007-08-23,1008.2,29.9,28.4,27.7,25.0,82,84,0.02,False,False
2007-08-24,1010.3,31.4,28.0,25.1,25.4,86,80, 15.3,False,False
2007-08-25,1009.4,30.6,27.7,24.9,25.1,86,86, 10.3,False,False
2007-08-26,1008.8,30.9,27.6,25.1,24.3,83,76,0.02,False,False
2007-08-27,1010.0,30.1,27.6,25.7,25.6,89,84, 25.0,False,False
2007-08-28,1010.3,31.3,27.9,25.8,25.5,87,80, 25.9,False,False
2007-08-29,1009.4,31.7,28.3,25.5,25.5,85,70,  1.3,False,False
2007-08-30,1008.1,30.8,28.5,26.9,24.6,80,55,  0.1,False,False
2007-08-31,1007.0,32.9,28.9,26.7,23.9,75,31,  0.0,False,False
2007-09-01,1006.6,31.6,29.1,27.2,23.3,72,60,  0.0,False,False
2007-09-02,1007.3,29.9,27.4,25.6,24.2,83,84,  3.7,False,False
2007-09-03,1007.4,30.6,28.3,26.5,24.2,79,78,0.02,False,False
2007-09-04,1007.4,29.8,27.7,25.6,24.3,82,84,  2.3,False,False
2007-09-05,1008.1,28.8,26.8,25.4,22.4,78,88,  1.5,False,False
2007-09-06,1007.9,28.5,26.7,25.1,20.6,69,87,  0.0,False,False
2007-09-07,1007.4,28.5,26.8,25.6,22.6,78,85,  0.1,False,False
2007-09-08,1007.0,30.0,27.4,26.1,23.4,79,83,0.02,False,False
2007-09-09,1007.1,29.9,27.4,26.5,23.8,81,87,0.02,False,False
2007-09-10,1008.3,28.9,27.5,26.5,23.7,80,84,0.02,False,False
2007-09-11,1008.4,30.8,27.8,25.5,23.5,78,59, 10.7,False,False
2007-09-12,1008.1,30.6,27.2,24.9,22.3,76,54,0.02,False,False
2007-09-13,1008.2,31.0,27.8,25.9,21.4,69,23,  0.0,False,False
2007-09-14,1006.9,31.5,28.4,26.3,22.1,70,52,  0.0,False,False
2007-09-15,1005.2,32.6,29.4,26.8,23.3,70,40,  0.0,False,False
2007-09-16,1006.0,30.9,28.5,27.3,24.7,80,76,  6.0,False,False
2007-09-17,1006.9,30.7,28.0,26.7,23.8,78,82,  0.5,False,False
2007-09-18,1003.0,32.0,28.9,26.5,17.7,51,35,  0.0,False,False
2007-09-19,1002.6,30.8,28.2,25.6,18.0,54,38,  0.0,False,False
2007-09-20,1007.3,30.8,27.8,25.8,18.8,58,74,  0.1,False,False
2007-09-21,1008.6,32.5,27.9,23.5,21.5,69,81,  1.7,False,False
2007-09-22,1006.5,32.6,28.7,26.0,20.5,62,73,  0.0,False,False
2007-09-23,1002.8,28.0,25.8,24.0,22.1,81,89, 12.5,False,False
2007-09-24,1004.5,26.4,25.3,24.6,24.3,94,90, 60.1,False,False
2007-09-25,1010.9,28.6,26.8,25.7,24.4,87,86,  2.1,False,False
2007-09-26,1012.3,30.3,27.3,25.7,23.2,79,65,  1.0,False,False
2007-09-27,1011.4,31.0,27.6,25.8,23.2,78,38,  0.0,False,False
2007-09-28,1011.3,31.6,27.9,25.8,23.5,78,51,  0.0,False,False
2007-09-29,1011.0,32.2,28.5,26.6,23.7,76,65,0.02,False,False
2007-09-30,1008.1,32.3,29.0,27.0,23.8,74,79,  0.0,False,False
2007-10-01,1005.5,30.7,28.6,27.6,23.4,74,88,0.02,False,False
2007-10-02,1006.7,28.2,26.8,24.7,24.1,85,88, 17.6,False,False
2007-10-03,1010.3,27.7,26.2,24.4,24.0,88,88, 22.2,False,False
2007-10-04,1010.9,30.6,27.4,26.0,22.6,75,78,  0.0,False,False
2007-10-05,1007.4,30.4,27.9,25.9,23.0,75,60,  0.0,False,False
2007-10-06,1003.6,31.6,29.1,26.8,22.4,68,22,  0.0,False,False
2007-10-07,1003.7,31.1,29.4,27.5,21.3,62,63,  0.0,False,False
2007-10-08,1008.4,31.1,28.9,26.4,22.5,69,84,  0.0,False,False
2007-10-09,1012.7,29.2,25.8,23.1,17.9,62,64,0.02,False,False
2007-10-10,1013.9,28.2,25.6,23.9,19.6,70,84,  2.1,False,False
2007-10-11,1015.2,28.5,25.9,24.4,21.6,77,84,0.02,False,False
2007-10-12,1016.5,28.1,25.9,24.8,22.0,79,88,  0.2,False,False
2007-10-13,1016.9,28.9,25.8,23.5,20.5,73,88,  1.4,False,False
2007-10-14,1017.6,27.2,25.4,24.2,21.2,78,88,  0.2,False,False
2007-10-15,1019.1,27.5,24.7,23.1,18.1,67,84,  0.0,False,False
2007-10-16,1019.0,27.4,24.3,22.2,16.6,62,73,  0.0,False,False
2007-10-17,1018.1,27.1,23.8,21.9,16.5,64,80,0.02,False,False
2007-10-18,1017.2,27.3,24.1,22.5,18.7,72,65,0.02,False,False
2007-10-19,1017.8,28.2,24.5,22.1,14.5,56,20,0.02,False,False
2007-10-20,1017.7,26.9,24.0,21.8,15.5,60,18,  0.0,False,False
2007-10-21,1017.1,26.3,23.7,22.1,17.4,68,31,  0.0,False,False
2007-10-22,1016.0,27.5,24.1,22.3,18.4,71,42,  0.0,False,False
2007-10-23,1016.1,27.9,24.5,22.6,19.6,74,56,  0.0,False,False
2007-10-24,1016.5,29.4,25.3,23.0,19.4,71,35,0.02,False,False
2007-10-25,1015.3,29.4,25.7,23.9,20.8,75,38,  0.0,False,False
2007-10-26,1014.2,30.1,25.7,23.3,19.9,71,23,  0.0,False,False
2007-10-27,1013.5,27.7,24.9,23.7,20.3,76,53,  0.0,False,False
2007-10-28,1013.6,27.1,24.6,23.3,20.1,76,77,  0.0,False,False
2007-10-29,1014.8,27.7,24.7,23.1,19.2,72,66,  0.0,False,False
2007-10-30,1016.7,26.3,23.3,21.5,19.9,82,89,  6.3,False,False
2007-10-31,1017.3,24.8,22.8,21.6,20.0,84,89,  1.7,False,False
2007-11-01,1018.3,22.0,20.1,18.1,17.2,84,93,  2.1,False,False
2007-11-02,1018.3,21.6,19.0,15.4,14.0,74,89,  1.6,False,False
2007-11-03,1018.1,24.4,21.0,18.6,13.5,62,75,0.02,False,False
2007-11-04,1018.0,25.3,21.6,19.0,14.3,64,21,  0.2,False,False
2007-11-05,1015.6,25.3,21.8,19.0,11.6,53,54,  0.0,False,False
2007-11-06,1013.5,26.8,23.2,19.9,13.3,54,51,  0.0,False,False
2007-11-07,1013.2,24.5,22.7,21.1,13.4,56,86,0.02,False,False
2007-11-08,1013.5,23.0,21.4,19.1,15.7,70,88,0.02,False,False
2007-11-09,1014.5,26.7,23.0,21.1,15.7,64,45,  0.0,False,False
2007-11-10,1016.4,25.6,22.2,20.3,16.8,72,26,  0.0,False,False
2007-11-11,1017.6,24.3,21.6,19.9,16.1,71,51,  0.0,False,False
2007-11-12,1017.5,23.2,21.0,19.5,15.3,70,32,  0.0,False,False
2007-11-13,1017.2,24.0,21.1,19.0,15.2,70,27,  0.0,False,False
2007-11-14,1018.1,24.5,21.5,19.8,16.5,74,33,  0.0,False,False
2007-11-15,1019.2,25.4,21.9,19.9,16.8,73,47,  0.0,False,False
2007-11-16,1017.7,25.6,22.6,21.1,17.4,72,32,  0.0,False,False
2007-11-17,1015.7,25.4,22.7,21.2,18.0,75,56,  0.0,False,False
2007-11-18,1018.3,24.6,22.1,20.9,16.6,72,70,  0.0,False,False
2007-11-19,1021.2,22.7,20.5,18.7,14.1,67,72,0.02,False,False
2007-11-20,1020.7,22.6,19.4,16.6,12.9,67,28,  0.0,False,False
2007-11-21,1020.4,24.0,20.8,18.4,14.0,66,53,0.02,False,False
2007-11-22,1019.9,23.4,20.7,19.0,15.2,71,81,  0.0,False,False
2007-11-23,1017.9,23.0,20.6,18.2,14.6,69,71,  0.0,False,False
2007-11-24,1017.6,24.0,21.0,18.9,14.3,66,72,  0.0,False,False
2007-11-25,1016.8,24.4,21.7,19.7,14.6,65,84,  0.0,False,False
2007-11-26,1014.1,24.8,22.1,20.3,12.5,55,86,  0.0,False,False
2007-11-27,1013.3,22.2,19.4,16.3, 4.3,38,48,  0.0,False,False
2007-11-28,1016.1,19.5,16.4,13.7,-0.7,31,13,  0.0,False,False
2007-11-29,1020.5,20.0,16.8,13.9, 2.4,39,13,  0.0,False,False
2007-11-30,1023.7,20.1,17.1,14.9, 8.0,56,21,  0.0,False,False
2007-12-01,1022.2,21.3,18.4,16.1,13.4,73,50,  0.0,False,False
2007-12-02,1020.8,24.0,20.4,18.3,14.3,69,45,  0.0,False,False
2007-12-03,1021.9,23.2,20.0,17.9,12.0,61,20,  0.0,False,False
2007-12-04,1024.2,20.9,18.6,16.3,12.4,68,51,  0.0,False,False
2007-12-05,1024.3,20.4,18.7,17.3,12.4,67,85,  0.0,False,False
2007-12-06,1021.9,21.4,19.4,17.6,12.9,67,82,  0.0,False,False
2007-12-07,1020.4,22.3,19.2,17.4,12.0,64,52,  0.0,False,False
2007-12-08,1020.4,20.8,18.4,16.8,13.2,72,55,  0.0,False,False
2007-12-09,1018.5,22.0,19.1,17.6,14.4,74,81,  0.0,False,False
2007-12-10,1017.3,21.8,19.7,18.4,15.7,78,45,  0.0,False,False
2007-12-11,1015.3,24.2,21.1,18.7,15.4,70,45,  0.0,False,False
2007-12-12,1013.5,24.6,21.6,20.1,16.6,73,43,  0.0,False,False
2007-12-13,1014.0,24.2,21.4,19.3,16.4,74,31,0.02,False,False
2007-12-14,1016.2,21.4,19.5,18.3,15.2,76,53,0.02,False,False
2007-12-15,1018.0,21.9,19.3,17.8,15.3,78,43,  0.0,False,False
2007-12-16,1019.8,21.1,19.4,18.6,15.4,78,77,  0.0,False,False
2007-12-17,1018.7,24.7,21.2,18.9,15.4,70,73,0.02,False,False
2007-12-18,1018.3,23.5,21.0,19.9,16.8,77,64,  0.0,False,False
2007-12-19,1018.5,20.1,19.6,19.1,16.4,82,88,0.02,False,False
2007-12-20,1018.5,22.1,19.9,18.9,16.1,79,72,  0.0,False,False
2007-12-21,1016.7,23.4,21.2,19.4,17.6,80,56,  0.0,False,False
2007-12-22,1015.0,23.7,21.7,20.1,18.9,84,73,0.02,False,False
2007-12-23,1015.3,20.8,20.1,18.6,18.1,88,92,  1.1,False,False
2007-12-24,1016.6,20.2,17.8,16.3,15.0,84,79, 14.6,False,False
2007-12-25,1018.6,19.4,17.3,16.0,12.3,72,73,  0.0,False,False
2007-12-26,1019.5,19.8,17.7,15.6,12.8,73,38,0.02,False,False
2007-12-27,1016.9,20.6,18.2,16.5,13.6,74,18,  0.0,False,False
2007-12-28,1014.9,22.4,19.2,17.1,14.9,77,23,  0.0,False,False
2007-12-29,1016.1,20.7,18.1,15.6,11.5,66,57,  0.0,False,False
2007-12-30,1019.3,18.7,15.9,14.2, 6.3,54,68,  0.0,False,False
2007-12-31,1022.6,16.7,14.0,12.0, 1.0,41,23,  0.0,False,True
2008-01-01,1025.3,15.7,12.9,10.2,-3.0,33, 8,  0.0,False,True
2008-01-02,1025.6,16.0,12.9,10.2, 0.0,42,11,  0.0,False,True
2008-01-03,1023.6,18.1,14.5,11.8, 6.0,57,13,  0.0,False,True
2008-01-04,1021.8,18.4,15.7,13.6,10.7,73,17,  0.0,False,True
2008-01-05,1020.1,20.9,17.0,14.3, 9.3,62,23,  0.0,False,False
2008-01-06,1019.7,20.7,17.8,15.9,13.5,76,31,  0.0,False,False
2008-01-07,1018.4,24.0,20.2,17.3,13.7,67,59,  0.0,False,False
